Name;Hour;Iron & steel;Non-metallic minerals;Transport equipment;Machinery;Mining & quarrying;Food, beverages & tobacco;Paper, pulp & printing;Wood & wood products;Construction;Textile & leather;Not elsewhere specified (industry);Chemical & petrochemical;Agriculture & forestry;Fishing
;6988;0.000114186;0.000109713;0.000106869;0.000106869;6.13E-05;0.000121776;0.000114186;0.000120025;0.000120025;0.000120025;0.000120025;0.000114155;5.50E-05;5.50E-05
;6989;0.000111036;0.000116356;0.00011506;0.00011506;6.62E-05;0.000126668;0.000111036;0.000118854;0.000118854;0.000118854;0.000118854;0.000114155;5.42E-05;5.42E-05
;6990;0.000111824;0.000138576;0.000131552;0.000131552;0.000114521;0.000136063;0.000111824;0.000120249;0.000120249;0.000120249;0.000120249;0.000114155;5.85E-05;5.85E-05
;6991;0.000114974;0.000154017;0.000149248;0.000149248;0.000208311;0.000146639;0.000114974;0.000156308;0.000156308;0.000156308;0.000156308;0.000114155;7.81E-05;7.81E-05
;6992;0.000112611;0.000154398;0.000161051;0.000161051;0.000268579;0.0001528;0.000112611;0.000169094;0.000169094;0.000169094;0.000169094;0.000114155;0.000131776;0.000131776
;6993;0.000117336;0.000144;0.000160977;0.000160977;0.000281139;0.000155759;0.000117336;0.000172474;0.000172474;0.000172474;0.000172474;0.000114155;0.00019135;0.00019135
;6994;0.000115761;0.000141691;0.0001597;0.0001597;0.000289305;0.000157051;0.000115761;0.000176028;0.000176028;0.000176028;0.000176028;0.000114155;0.000187836;0.000187836
;6995;0.000111824;0.000138006;0.000160248;0.000160248;0.000285535;0.0001577;0.000111824;0.000167675;0.000167675;0.000167675;0.000167675;0.000114155;0.000152046;0.000152046
;6996;0.000118124;0.000131418;0.000159152;0.000159152;0.000270048;0.000156724;0.000118124;0.000170937;0.000170937;0.000170937;0.000170937;0.000114155;0.000152379;0.000152379
;6997;0.000116549;0.000133737;0.000155608;0.000155608;0.000275674;0.000154932;0.000116549;0.000170482;0.000170482;0.000170482;0.000170482;0.000114155;0.000135492;0.000135492
;6998;0.000117336;0.000135985;0.00015053;0.00015053;0.000283311;0.000152332;0.000117336;0.00016835;0.00016835;0.00016835;0.00016835;0.000114155;0.000108956;0.000108956
;6999;0.000111036;0.000137326;0.000145782;0.000145782;0.000283522;0.000146918;0.000111036;0.000166217;0.000166217;0.000166217;0.000166217;0.000114155;0.000100293;0.000100293
;7000;0.000115761;0.000129416;0.000144211;0.000144211;0.000275919;0.00014313;0.000115761;0.000164848;0.000164848;0.000164848;0.000164848;0.000114155;9.67E-05;9.67E-05
;7001;0.000116549;0.000128278;0.00014018;0.00014018;0.000224449;0.000138432;0.000116549;0.000154647;0.000154647;0.000154647;0.000154647;0.000114155;9.90E-05;9.90E-05
;7002;0.000115761;0.000129304;0.000134582;0.000134582;0.000173622;0.00013505;0.000115761;0.000148108;0.000148108;0.000148108;0.000148108;0.000114155;0.000123708;0.000123708
;7003;0.000111824;0.000131438;0.000130132;0.000130132;0.000157485;0.000134433;0.000111824;0.000140829;0.000140829;0.000140829;0.000140829;0.000114155;0.000177581;0.000177581
;7004;0.000112611;0.000133528;0.00012983;0.00012983;0.000138913;0.000133064;0.000112611;0.000142647;0.000142647;0.000142647;0.000142647;0.000114155;0.000201195;0.000201195
;7005;0.000111036;0.000131785;0.00012565;0.00012565;0.000119451;0.000130621;0.000111036;0.000139258;0.000139258;0.000139258;0.000139258;0.000114155;0.000160618;0.000160618
;7006;0.000112611;0.000126752;0.000118508;0.000118508;8.28E-05;0.000127387;0.000112611;0.000133887;0.000133887;0.000133887;0.000133887;0.000114155;0.000117593;0.000117593
;7007;0.000117336;0.000120034;0.000114035;0.000114035;6.60E-05;0.000122475;0.000117336;0.000127239;0.000127239;0.000127239;0.000127239;0.000114155;9.60E-05;9.60E-05
;7008;0.000111036;0.000116563;0.000112239;0.000112239;6.59E-05;0.000119278;0.000111036;0.000123188;0.000123188;0.000123188;0.000123188;0.000114155;7.74E-05;7.74E-05
;7009;0.000113399;0.000114332;0.000113281;0.000113281;6.39E-05;0.000116089;0.000113399;0.000116572;0.000116572;0.000116572;0.000116572;0.000114155;6.62E-05;6.62E-05
;7010;0.000111036;0.000112873;0.00011078;0.00011078;6.73E-05;0.000115348;0.000111036;0.000113508;0.000113508;0.000113508;0.000113508;0.000114155;6.06E-05;6.06E-05
;7011;0.000114974;0.000111243;0.00011171;0.00011171;6.20E-05;0.000113933;0.000114974;0.000111595;0.000111595;0.000111595;0.000111595;0.000114155;5.72E-05;5.72E-05
;7012;0.000111036;0.000109651;0.000114705;0.000114705;6.20E-05;0.000115339;0.000111036;0.000115334;0.000115334;0.000115334;0.000115334;0.000114155;5.50E-05;5.50E-05
;7013;0.000110249;0.000115802;0.00012135;0.00012135;6.76E-05;0.000118953;0.000110249;0.000112815;0.000112815;0.000112815;0.000112815;0.000114155;5.42E-05;5.42E-05
;7014;0.000114974;0.000135932;0.000135681;0.000135681;0.000103229;0.000125593;0.000114974;0.000109839;0.000109839;0.000109839;0.000109839;0.000114155;5.85E-05;5.85E-05
;7015;0.000110249;0.000150817;0.000151346;0.000151346;0.000184735;0.000132473;0.000110249;0.00013879;0.00013879;0.00013879;0.00013879;0.000114155;7.81E-05;7.81E-05
;7016;0.000111824;0.000150569;0.000163602;0.000163602;0.000218385;0.000135621;0.000111824;0.000153468;0.000153468;0.000153468;0.000153468;0.000114155;0.000131776;0.000131776
;7017;0.000114974;0.000139707;0.000163722;0.000163722;0.000224068;0.000135857;0.000114974;0.000156266;0.000156266;0.000156266;0.000156266;0.000114155;0.00019135;0.00019135
;7018;0.000112611;0.000140437;0.000160642;0.000160642;0.000227136;0.000134832;0.000112611;0.000154301;0.000154301;0.000154301;0.000154301;0.000114155;0.000187836;0.000187836
;7019;0.000117336;0.000136592;0.000159085;0.000159085;0.000221042;0.000132426;0.000117336;0.000148255;0.000148255;0.000148255;0.000148255;0.000114155;0.000152046;0.000152046
;7020;0.000114186;0.000133295;0.000157247;0.000157247;0.000190826;0.000128782;0.000114186;0.00014622;0.00014622;0.00014622;0.00014622;0.000114155;0.000152379;0.000152379
;7021;0.000112611;0.00012444;0.000151601;0.000151601;0.000179555;0.000125226;0.000112611;0.000143592;0.000143592;0.000143592;0.000143592;0.000114155;0.000135492;0.000135492
;7022;0.000113399;0.000120141;0.000142985;0.000142985;0.000170702;0.000122463;0.000113399;0.000143084;0.000143084;0.000143084;0.000143084;0.000114155;0.000108956;0.000108956
;7023;0.000113399;0.000119516;0.000139917;0.000139917;0.000150116;0.000118811;0.000113399;0.000137073;0.000137073;0.000137073;0.000137073;0.000114155;0.000100293;0.000100293
;7024;0.000111824;0.000123952;0.000136533;0.000136533;0.00012017;0.000115152;0.000111824;0.000133671;0.000133671;0.000133671;0.000133671;0.000114155;9.67E-05;9.67E-05
;7025;0.000110249;0.000123644;0.000131261;0.000131261;8.80E-05;0.000111305;0.000110249;0.000122349;0.000122349;0.000122349;0.000122349;0.000114155;9.90E-05;9.90E-05
;7026;0.000117336;0.000121063;0.000126114;0.000126114;8.02E-05;0.00010957;0.000117336;0.00011305;0.00011305;0.00011305;0.00011305;0.000114155;0.000123708;0.000123708
;7027;0.000113399;0.0001225;0.000122222;0.000122222;5.21E-05;0.000107096;0.000113399;0.000112165;0.000112165;0.000112165;0.000112165;0.000114155;0.000177581;0.000177581
;7028;0.000111036;0.000123842;0.000119327;0.000119327;3.72E-05;0.000103972;0.000111036;0.000108869;0.000108869;0.000108869;0.000108869;0.000114155;0.000201195;0.000201195
;7029;0.000113399;0.000121428;0.00010902;0.00010902;3.49E-05;0.000100018;0.000113399;9.96E-05;9.96E-05;9.96E-05;9.96E-05;0.000114155;0.000160618;0.000160618
;7030;0.000114186;0.000118358;9.67E-05;9.67E-05;3.27E-05;9.58E-05;0.000114186;8.63E-05;8.63E-05;8.63E-05;8.63E-05;0.000114155;0.000117593;0.000117593
;7031;0.000117336;0.000114949;9.09E-05;9.09E-05;3.05E-05;9.17E-05;0.000117336;8.24E-05;8.24E-05;8.24E-05;8.24E-05;0.000114155;9.60E-05;9.60E-05
;7032;0.000115761;0.000111463;8.84E-05;8.84E-05;2.94E-05;8.70E-05;0.000115761;7.98E-05;7.98E-05;7.98E-05;7.98E-05;0.000114155;7.74E-05;7.74E-05
;7033;0.000116549;0.000108526;8.74E-05;8.74E-05;3.22E-05;8.48E-05;0.000116549;7.96E-05;7.96E-05;7.96E-05;7.96E-05;0.000114155;6.62E-05;6.62E-05
;7034;0.000111036;0.000106275;8.47E-05;8.47E-05;3.53E-05;8.49E-05;0.000111036;7.85E-05;7.85E-05;7.85E-05;7.85E-05;0.000114155;6.06E-05;6.06E-05
;7035;0.000114974;0.000104648;8.49E-05;8.49E-05;2.85E-05;8.30E-05;0.000114974;7.63E-05;7.63E-05;7.63E-05;7.63E-05;0.000114155;5.72E-05;5.72E-05
;7036;0.000116549;0.000102176;8.49E-05;8.49E-05;2.21E-05;8.06E-05;0.000116549;7.54E-05;7.54E-05;7.54E-05;7.54E-05;0.000114155;5.50E-05;5.50E-05
;7037;0.000112611;9.86E-05;8.63E-05;8.63E-05;1.71E-05;7.92E-05;0.000112611;7.19E-05;7.19E-05;7.19E-05;7.19E-05;0.000114155;5.42E-05;5.42E-05
;7038;0.000110249;9.57E-05;8.68E-05;8.68E-05;2.02E-05;7.89E-05;0.000110249;6.73E-05;6.73E-05;6.73E-05;6.73E-05;0.000114155;5.85E-05;5.85E-05
;7039;0.000115761;9.34E-05;8.79E-05;8.79E-05;3.91E-05;7.98E-05;0.000115761;7.51E-05;7.51E-05;7.51E-05;7.51E-05;0.000114155;7.81E-05;7.81E-05
;7040;0.000112611;9.09E-05;8.86E-05;8.86E-05;5.13E-05;7.93E-05;0.000112611;7.48E-05;7.48E-05;7.48E-05;7.48E-05;0.000114155;0.000131776;0.000131776
;7041;0.000118124;8.86E-05;8.85E-05;8.85E-05;5.67E-05;7.91E-05;0.000118124;7.71E-05;7.71E-05;7.71E-05;7.71E-05;0.000114155;0.00019135;0.00019135
;7042;0.000113399;8.66E-05;8.62E-05;8.62E-05;5.67E-05;7.85E-05;0.000113399;7.69E-05;7.69E-05;7.69E-05;7.69E-05;0.000114155;0.000187836;0.000187836
;7043;0.000111036;8.36E-05;8.43E-05;8.43E-05;5.00E-05;7.84E-05;0.000111036;7.15E-05;7.15E-05;7.15E-05;7.15E-05;0.000114155;0.000152046;0.000152046
;7044;0.000116549;8.10E-05;8.03E-05;8.03E-05;3.19E-05;7.57E-05;0.000116549;6.90E-05;6.90E-05;6.90E-05;6.90E-05;0.000114155;0.000152379;0.000152379
;7045;0.000114974;7.85E-05;7.54E-05;7.54E-05;2.12E-05;7.39E-05;0.000114974;6.82E-05;6.82E-05;6.82E-05;6.82E-05;0.000114155;0.000135492;0.000135492
;7046;0.000110249;7.77E-05;6.79E-05;6.79E-05;1.81E-05;7.22E-05;0.000110249;6.77E-05;6.77E-05;6.77E-05;6.77E-05;0.000114155;0.000108956;0.000108956
;7047;0.000110249;7.66E-05;6.25E-05;6.25E-05;1.93E-05;7.02E-05;0.000110249;6.20E-05;6.20E-05;6.20E-05;6.20E-05;0.000114155;0.000100293;0.000100293
;7048;0.000117336;7.73E-05;6.20E-05;6.20E-05;2.09E-05;6.93E-05;0.000117336;5.97E-05;5.97E-05;5.97E-05;5.97E-05;0.000114155;9.67E-05;9.67E-05
;7049;0.000117336;7.87E-05;6.18E-05;6.18E-05;1.83E-05;6.75E-05;0.000117336;5.82E-05;5.82E-05;5.82E-05;5.82E-05;0.000114155;9.90E-05;9.90E-05
;7050;0.000110249;7.98E-05;6.09E-05;6.09E-05;1.78E-05;6.71E-05;0.000110249;5.83E-05;5.83E-05;5.83E-05;5.83E-05;0.000114155;0.000123708;0.000123708
;7051;0.000111036;8.20E-05;5.97E-05;5.97E-05;1.78E-05;6.70E-05;0.000111036;5.93E-05;5.93E-05;5.93E-05;5.93E-05;0.000114155;0.000177581;0.000177581
;7052;0.000114974;8.38E-05;6.01E-05;6.01E-05;1.76E-05;6.59E-05;0.000114974;5.92E-05;5.92E-05;5.92E-05;5.92E-05;0.000114155;0.000201195;0.000201195
;7053;0.000114186;8.33E-05;6.01E-05;6.01E-05;1.70E-05;6.42E-05;0.000114186;5.99E-05;5.99E-05;5.99E-05;5.99E-05;0.000114155;0.000160618;0.000160618
;7054;0.000111036;8.27E-05;5.78E-05;5.78E-05;1.63E-05;6.30E-05;0.000111036;5.89E-05;5.89E-05;5.89E-05;5.89E-05;0.000114155;0.000117593;0.000117593
;7055;0.000110249;8.16E-05;5.64E-05;5.64E-05;1.73E-05;6.12E-05;0.000110249;5.73E-05;5.73E-05;5.73E-05;5.73E-05;0.000114155;9.60E-05;9.60E-05
;7056;0.000110249;8.14E-05;5.64E-05;5.64E-05;1.83E-05;5.97E-05;0.000110249;5.76E-05;5.76E-05;5.76E-05;5.76E-05;0.000114155;7.74E-05;7.74E-05
;7057;0.000113399;8.07E-05;5.78E-05;5.78E-05;1.62E-05;6.18E-05;0.000113399;5.34E-05;5.34E-05;5.34E-05;5.34E-05;0.000114155;6.62E-05;6.62E-05
;7058;0.000112611;8.00E-05;5.68E-05;5.68E-05;1.56E-05;6.28E-05;0.000112611;5.23E-05;5.23E-05;5.23E-05;5.23E-05;0.000114155;6.06E-05;6.06E-05
;7059;0.000115761;7.86E-05;5.67E-05;5.67E-05;1.47E-05;6.23E-05;0.000115761;5.17E-05;5.17E-05;5.17E-05;5.17E-05;0.000114155;5.72E-05;5.72E-05
;7060;0.000115761;7.70E-05;5.65E-05;5.65E-05;1.58E-05;6.21E-05;0.000115761;5.24E-05;5.24E-05;5.24E-05;5.24E-05;0.000114155;5.50E-05;5.50E-05
;7061;0.000113399;7.60E-05;5.74E-05;5.74E-05;1.65E-05;6.29E-05;0.000113399;5.12E-05;5.12E-05;5.12E-05;5.12E-05;0.000114155;5.42E-05;5.42E-05
;7062;0.000118124;7.50E-05;5.90E-05;5.90E-05;1.58E-05;6.33E-05;0.000118124;5.07E-05;5.07E-05;5.07E-05;5.07E-05;0.000114155;5.85E-05;5.85E-05
;7063;0.000116549;7.31E-05;6.01E-05;6.01E-05;1.51E-05;6.45E-05;0.000116549;5.07E-05;5.07E-05;5.07E-05;5.07E-05;0.000114155;7.81E-05;7.81E-05
;7064;0.000112611;7.06E-05;6.04E-05;6.04E-05;1.54E-05;6.46E-05;0.000112611;5.06E-05;5.06E-05;5.06E-05;5.06E-05;0.000114155;0.000131776;0.000131776
;7065;0.000112611;6.83E-05;6.02E-05;6.02E-05;1.73E-05;6.55E-05;0.000112611;4.93E-05;4.93E-05;4.93E-05;4.93E-05;0.000114155;0.00019135;0.00019135
;7066;0.000113399;6.70E-05;6.01E-05;6.01E-05;1.69E-05;6.70E-05;0.000113399;4.93E-05;4.93E-05;4.93E-05;4.93E-05;0.000114155;0.000187836;0.000187836
;7067;0.000114974;6.57E-05;5.98E-05;5.98E-05;1.73E-05;6.82E-05;0.000114974;4.64E-05;4.64E-05;4.64E-05;4.64E-05;0.000114155;0.000152046;0.000152046
;7068;0.000111036;6.53E-05;5.88E-05;5.88E-05;1.70E-05;6.87E-05;0.000111036;4.69E-05;4.69E-05;4.69E-05;4.69E-05;0.000114155;0.000152379;0.000152379
;7069;0.000110249;6.51E-05;5.75E-05;5.75E-05;1.66E-05;6.93E-05;0.000110249;4.63E-05;4.63E-05;4.63E-05;4.63E-05;0.000114155;0.000135492;0.000135492
;7070;0.000118124;6.52E-05;5.62E-05;5.62E-05;1.57E-05;6.98E-05;0.000118124;4.67E-05;4.67E-05;4.67E-05;4.67E-05;0.000114155;0.000108956;0.000108956
;7071;0.000114186;6.49E-05;5.56E-05;5.56E-05;1.58E-05;6.99E-05;0.000114186;4.62E-05;4.62E-05;4.62E-05;4.62E-05;0.000114155;0.000100293;0.000100293
;7072;0.000111036;6.55E-05;5.50E-05;5.50E-05;1.63E-05;7.09E-05;0.000111036;4.71E-05;4.71E-05;4.71E-05;4.71E-05;0.000114155;9.67E-05;9.67E-05
;7073;0.000115761;6.69E-05;5.53E-05;5.53E-05;1.60E-05;7.06E-05;0.000115761;4.75E-05;4.75E-05;4.75E-05;4.75E-05;0.000114155;9.90E-05;9.90E-05
;7074;0.000116549;6.82E-05;5.63E-05;5.63E-05;1.52E-05;7.18E-05;0.000116549;4.77E-05;4.77E-05;4.77E-05;4.77E-05;0.000114155;0.000123708;0.000123708
;7075;0.000114974;6.98E-05;5.80E-05;5.80E-05;1.69E-05;7.52E-05;0.000114974;4.87E-05;4.87E-05;4.87E-05;4.87E-05;0.000114155;0.000177581;0.000177581
;7076;0.000110249;7.16E-05;6.14E-05;6.14E-05;1.73E-05;7.76E-05;0.000110249;5.08E-05;5.08E-05;5.08E-05;5.08E-05;0.000114155;0.000201195;0.000201195
;7077;0.000111036;7.27E-05;6.66E-05;6.66E-05;1.84E-05;8.03E-05;0.000111036;5.71E-05;5.71E-05;5.71E-05;5.71E-05;0.000114155;0.000160618;0.000160618
;7078;0.000113399;7.61E-05;7.49E-05;7.49E-05;1.88E-05;8.37E-05;0.000113399;7.43E-05;7.43E-05;7.43E-05;7.43E-05;0.000114155;0.000117593;0.000117593
;7079;0.000114186;7.84E-05;8.09E-05;8.09E-05;1.84E-05;8.48E-05;0.000114186;7.81E-05;7.81E-05;7.81E-05;7.81E-05;0.000114155;9.60E-05;9.60E-05
;7080;0.000112611;7.91E-05;8.34E-05;8.34E-05;1.84E-05;8.58E-05;0.000112611;7.97E-05;7.97E-05;7.97E-05;7.97E-05;0.000114155;7.74E-05;7.74E-05
;7081;0.000111036;8.18E-05;8.89E-05;8.89E-05;2.48E-05;9.03E-05;0.000111036;0.000100474;0.000100474;0.000100474;0.000100474;0.000114155;6.62E-05;6.62E-05
;7082;0.000116549;8.17E-05;8.88E-05;8.88E-05;2.52E-05;9.28E-05;0.000116549;9.98E-05;9.98E-05;9.98E-05;9.98E-05;0.000114155;6.06E-05;6.06E-05
;7083;0.000117336;8.19E-05;8.98E-05;8.98E-05;2.43E-05;9.41E-05;0.000117336;9.58E-05;9.58E-05;9.58E-05;9.58E-05;0.000114155;5.72E-05;5.72E-05
;7084;0.000112611;8.29E-05;9.53E-05;9.53E-05;2.42E-05;9.81E-05;0.000112611;9.94E-05;9.94E-05;9.94E-05;9.94E-05;0.000114155;5.50E-05;5.50E-05
;7085;0.000114186;9.27E-05;0.000104175;0.000104175;2.73E-05;0.000106512;0.000114186;9.48E-05;9.48E-05;9.48E-05;9.48E-05;0.000114155;5.42E-05;5.42E-05
;7086;0.000111036;0.000117591;0.000121364;0.000121364;6.31E-05;0.000120955;0.000111036;0.000104702;0.000104702;0.000104702;0.000104702;0.000114155;5.85E-05;5.85E-05
;7087;0.000110249;0.000138494;0.000148972;0.000148972;0.000154352;0.000135635;0.000110249;0.000137761;0.000137761;0.000137761;0.000137761;0.000114155;7.81E-05;7.81E-05
;7088;0.000111824;0.000139977;0.000159412;0.000159412;0.000228167;0.000143701;0.000111824;0.000153564;0.000153564;0.000153564;0.000153564;0.000114155;0.000131776;0.000131776
;7089;0.000116549;0.0001328;0.000159234;0.000159234;0.000260443;0.000149249;0.000116549;0.000157718;0.000157718;0.000157718;0.000157718;0.000114155;0.00019135;0.00019135
;7090;0.000116549;0.000132252;0.000158518;0.000158518;0.00027911;0.000152241;0.000116549;0.000161586;0.000161586;0.000161586;0.000161586;0.000114155;0.000187836;0.000187836
;7091;0.000110249;0.000132499;0.000158366;0.000158366;0.000276448;0.000153787;0.000110249;0.000151366;0.000151366;0.000151366;0.000151366;0.000114155;0.000152046;0.000152046
;7092;0.000113399;0.000125725;0.000159205;0.000159205;0.000256357;0.000152069;0.000113399;0.000154842;0.000154842;0.000154842;0.000154842;0.000114155;0.000152379;0.000152379
;7093;0.000116549;0.000129084;0.000155997;0.000155997;0.00026481;0.000150141;0.000116549;0.000157786;0.000157786;0.000157786;0.000157786;0.000114155;0.000135492;0.000135492
;7094;0.000116549;0.000132174;0.000150708;0.000150708;0.000257846;0.000148862;0.000116549;0.000159589;0.000159589;0.000159589;0.000159589;0.000114155;0.000108956;0.000108956
;7095;0.000112611;0.000134051;0.000147819;0.000147819;0.000252326;0.00014483;0.000112611;0.000159254;0.000159254;0.000159254;0.000159254;0.000114155;0.000100293;0.000100293
;7096;0.000111824;0.000129414;0.000146164;0.000146164;0.000257623;0.00014155;0.000111824;0.000158035;0.000158035;0.000158035;0.000158035;0.000114155;9.67E-05;9.67E-05
;7097;0.000117336;0.000126955;0.000141886;0.000141886;0.000202802;0.000136983;0.000117336;0.000148192;0.000148192;0.000148192;0.000148192;0.000114155;9.90E-05;9.90E-05
;7098;0.000112611;0.000127103;0.000134409;0.000134409;0.000162749;0.000134767;0.000112611;0.000139577;0.000139577;0.000139577;0.000139577;0.000114155;0.000123708;0.000123708
;7099;0.000111036;0.000130023;0.000131722;0.000131722;0.000146973;0.000134072;0.000111036;0.000134306;0.000134306;0.000134306;0.000134306;0.000114155;0.000177581;0.000177581
;7100;0.000114974;0.000132483;0.000131505;0.000131505;0.000133948;0.000132309;0.000114974;0.000134936;0.000134936;0.000134936;0.000134936;0.000114155;0.000201195;0.000201195
;7101;0.000112611;0.000132145;0.00012722;0.00012722;0.000115982;0.00013115;0.000112611;0.000133253;0.000133253;0.000133253;0.000133253;0.000114155;0.000160618;0.000160618
;7102;0.000114974;0.000127595;0.000121323;0.000121323;6.95E-05;0.000129343;0.000114974;0.000127376;0.000127376;0.000127376;0.000127376;0.000114155;0.000117593;0.000117593
;7103;0.000117336;0.000120697;0.000118514;0.000118514;5.22E-05;0.000124166;0.000117336;0.000120878;0.000120878;0.000120878;0.000120878;0.000114155;9.60E-05;9.60E-05
;7104;0.000112611;0.000117671;0.000117888;0.000117888;5.98E-05;0.000121447;0.000112611;0.000115304;0.000115304;0.000115304;0.000115304;0.000114155;7.74E-05;7.74E-05
;7105;0.000116549;0.000114702;0.00010935;0.00010935;6.37E-05;0.000120722;0.000116549;0.000121309;0.000121309;0.000121309;0.000121309;0.000114155;6.62E-05;6.62E-05
;7106;0.000116549;0.000112571;0.000106025;0.000106025;7.14E-05;0.000120366;0.000116549;0.000119142;0.000119142;0.000119142;0.000119142;0.000114155;6.06E-05;6.06E-05
;7107;0.000115761;0.000110883;0.000106627;0.000106627;6.84E-05;0.000119702;0.000115761;0.000117184;0.000117184;0.000117184;0.000117184;0.000114155;5.72E-05;5.72E-05
;7108;0.000114186;0.000109713;0.000106869;0.000106869;6.13E-05;0.000121776;0.000114186;0.000120025;0.000120025;0.000120025;0.000120025;0.000114155;5.50E-05;5.50E-05
;7109;0.000114974;0.000116356;0.00011506;0.00011506;6.62E-05;0.000126668;0.000114974;0.000118854;0.000118854;0.000118854;0.000118854;0.000114155;5.42E-05;5.42E-05
;7110;0.000115761;0.000138576;0.000131552;0.000131552;0.000114521;0.000136063;0.000115761;0.000120249;0.000120249;0.000120249;0.000120249;0.000114155;5.85E-05;5.85E-05
;7111;0.000111824;0.000154017;0.000149248;0.000149248;0.000208311;0.000146639;0.000111824;0.000156308;0.000156308;0.000156308;0.000156308;0.000114155;7.81E-05;7.81E-05
;7112;0.000111036;0.000154398;0.000161051;0.000161051;0.000268579;0.0001528;0.000111036;0.000169094;0.000169094;0.000169094;0.000169094;0.000114155;0.000131776;0.000131776
;7113;0.000115761;0.000144;0.000160977;0.000160977;0.000281139;0.000155759;0.000115761;0.000172474;0.000172474;0.000172474;0.000172474;0.000114155;0.00019135;0.00019135
;7114;0.000118124;0.000141691;0.0001597;0.0001597;0.000289305;0.000157051;0.000118124;0.000176028;0.000176028;0.000176028;0.000176028;0.000114155;0.000187836;0.000187836
;7115;0.000113399;0.000138006;0.000160248;0.000160248;0.000285535;0.0001577;0.000113399;0.000167675;0.000167675;0.000167675;0.000167675;0.000114155;0.000152046;0.000152046
;7116;0.000114186;0.000131418;0.000159152;0.000159152;0.000270048;0.000156724;0.000114186;0.000170937;0.000170937;0.000170937;0.000170937;0.000114155;0.000152379;0.000152379
;7117;0.000111824;0.000133737;0.000155608;0.000155608;0.000275674;0.000154932;0.000111824;0.000170482;0.000170482;0.000170482;0.000170482;0.000114155;0.000135492;0.000135492
;7118;0.000111036;0.000135985;0.00015053;0.00015053;0.000283311;0.000152332;0.000111036;0.00016835;0.00016835;0.00016835;0.00016835;0.000114155;0.000108956;0.000108956
